Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1	selec.file.2	sound.files.num	sf.element
128	Spectrogram 1	1	663.363251701	663.452985472	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	5.994	5351.4	9239.5	ARAYA-SAL-037.Table.1.selections.txt	n	0.128901217	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	15	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-n
129	Spectrogram 1	1	663.613251701	663.775063943	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	6.244	3987.3	9376.3	ARAYA-SAL-037.Table.1.selections.txt	f	0.165423229	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	16	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-f
130	Spectrogram 1	1	664.086251701	664.248571964	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	6.717	4329.4	9690.9	ARAYA-SAL-037.Table.1.selections.txt	k	0.186906764	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	17	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-k
131	Spectrogram 1	1	664.534251701	664.630053431	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	7.165	3081.1	9411.7	ARAYA-SAL-037.Table.1.selections.txt	o	0.128901217	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	19	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-o
132	Spectrogram 1	1	664.733251701	664.930595179	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	7.364	4079.7	8938.2	ARAYA-SAL-037.Table.1.selections.txt	p	0.195500179	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	20	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-p
133	Spectrogram 1	1	665.399251701	665.538031947	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	8.030	3806.0	8938.2	ARAYA-SAL-037.Table.1.selections.txt	k	0.146088046000001	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	22	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-k
134	Spectrogram 1	1	665.594251701	665.721678842	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	8.225	4695.6	7668.6	ARAYA-SAL-037.Table.1.selections.txt	l	0.156829814	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	23	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-l
135	Spectrogram 1	1	665.958251701	666.136655515	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	8.589	5432.4	8838.1	ARAYA-SAL-037.Table.1.selections.txt	q	0.227725484	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	24	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-q
136	Spectrogram 1	1	666.542251701	666.731306819	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	9.173	3436.6	10114.1	ARAYA-SAL-037.Table.1.selections.txt	r	0.189055118000001	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	25	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-r
137	Spectrogram 1	1	666.958251701	667.112933161	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	9.589	3049.5	10017.3	ARAYA-SAL-037.Table.1.selections.txt	j	0.154681459999999	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	26	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-j
138	Spectrogram 1	1	667.321251701	667.462964881	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	9.952	4017.3	9823.7	ARAYA-SAL-037.Table.1.selections.txt	e	0.171868289999999	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	27	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-e
139	Spectrogram 1	1	667.649251701	667.823625048	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	10.280	6000.0	10307.6	ARAYA-SAL-037.Table.1.selections.txt	s	0.174016643	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	28	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-s
140	Spectrogram 1	1	667.942251701	668.103708667	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	10.573	4985.0	10210.8	ARAYA-SAL-037.Table.1.selections.txt	f	0.174016643	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	29	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-f
141	Spectrogram 1	1	668.315251701	668.450597979	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	10.946	3729.7	10597.9	ARAYA-SAL-037.Table.1.selections.txt	t	0.135346278	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	30	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-t
142	Spectrogram 1	1	668.647251701	668.747367918	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	11.278	2856.0	8764.1	ARAYA-SAL-037.Table.1.selections.txt	k	0.167571582000001	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	31	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-k
143	Spectrogram 1	1	668.815251701	668.975437648	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	11.446	3729.7	8178.6	ARAYA-SAL-037.Table.1.selections.txt	l	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	18.514851	-68.372671	14-Jan-18	KK	raining earlier, not particularly cloudy but many individuals here (not able to identify specific bird that was singing). Seems to be a subsong (Juvenile)	NA	NA	32	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-l
1375	Spectrogram 1	1	669.935251701	670.112600427	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	12.566	3664.6	9904.6		a	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-a
1372	Spectrogram 1	1	676.827251701	677.007460891	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	19.458	3695.3	10928.2		a	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-a
1371	Spectrogram 1	1	678.154251701	678.403112011	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	20.785	4464.6	10224.6		a	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-a
1360	Spectrogram 1	1	678.609251701	678.732251624	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	21.240	3058.9	8887.5		b	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-b
1365	Spectrogram 1	1	678.837251701	678.965972551	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	21.468	4024.1	8626.8		d	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-d
3268	Spectrogram 1	1	679.072251701	679.244851787	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	21.703	4895.8	9219.3		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
1366	Spectrogram 1	1	679.430251701	679.607600427	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	22.061	5904.6	9104.6		e	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-e
1356	Spectrogram 1	1	679.833251701	680.007739964	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	22.464	3573.2	9230.3		z	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-z
1357	Spectrogram 1	1	680.254251701	680.408716721	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	22.885	4601.7	9230.3		i	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-i
1358	Spectrogram 1	1	680.677251701	680.771646991	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	23.308	6144.6	9058.9		g	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-g
1359	Spectrogram 1	1	680.854251701	681.034460890	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	23.485	5116.0	9058.9		h	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-h
1364	Spectrogram 1	1	681.374251701	681.525856257	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	24.005	3798.3	10146.1		i	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-i
1361	Spectrogram 1	1	681.870251701	682.064763207	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	24.501	3283.1	8267.7		j	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-j
1362	Spectrogram 1	1	682.236251701	682.439344598	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	24.867	4021.5	8636.9		k	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-k
1363	Spectrogram 1	1	682.750251701	682.910437648	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	25.381	4631.6	9675.0		l	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	037.wav	037.wav-l
4218	Spectrogram 1	1	685.825251701	686.000221007	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	28.456	5606.5	10117.4		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4219	Spectrogram 1	1	686.302251701	686.409375766	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	28.933	3544.3	9795.2		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4220	Spectrogram 1	1	686.464251701	686.674929029	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	29.095	4704.3	7733.1		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4221	Spectrogram 1	1	686.820251701	686.997006408	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	29.451	4753.7	9365.6		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4223	Spectrogram 1	1	687.152251701	687.279015178	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	29.783	4895.6	10075.1		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4224	Spectrogram 1	1	687.527251701	687.671869189	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	30.158	6456.6	9791.3		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4226	Spectrogram 1	1	687.909251701	688.032444376	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	30.540	6250.9	9730.8		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4225	Spectrogram 1	1	688.391251701	688.526942183	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	31.022	6379.8	9279.7		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4227	Spectrogram 1	1	688.833251701	688.968942184	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	31.464	6444.2	10504.1		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4228	Spectrogram 1	1	689.271251701	689.380161167	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	31.902	3479.9	9279.7		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4229	Spectrogram 1	1	689.607251701	689.735800579	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	32.238	6186.4	9344.1		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4230	Spectrogram 1	1	690.051251701	690.203010794	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	32.682	5951.5	9550.1		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4231	Spectrogram 1	1	690.490251701	690.645581596	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	33.121	5951.5	9273.3		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4232	Spectrogram 1	1	690.944251701	691.060302771	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	33.575	6436.0	9826.9		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
4233	Spectrogram 1	1	691.342251701	691.458302771	ARAYA-SAL-037.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-037.wav	33.973	6920.4	9411.7		99	NA	NA	4	Own recordins	Dominican Republic	Road that goes to the old hotel, corner	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	037.wav	037.wav-99
