Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1
279	Spectrogram 1	1	1653.348891156	1653.460449226	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	531.701	4511.2	9789.2	ARAYA-SAL-075.Table.1.selections.txt	w	0.166147110999987	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	56	vervain.selections.txt
280	Spectrogram 1	1	1653.697891156	1653.866658492	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	532.050	3117.0	10585.9	ARAYA-SAL-075.Table.1.selections.txt	a	0.217008472000089	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	57	vervain.selections.txt
281	Spectrogram 1	1	1654.100891156	1654.211663785	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	532.453	2619.1	9021.9	ARAYA-SAL-075.Table.1.selections.txt	b	0.139021051999975	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	58	vervain.selections.txt
282	Spectrogram 1	1	1654.283891156	1654.449798029	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	532.636	4013.3	7598.3	ARAYA-SAL-075.Table.1.selections.txt	c	0.189882412999964	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	59	vervain.selections.txt
283	Spectrogram 1	1	1654.635891156	1654.807518956	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	532.988	4212.4	9291.3	ARAYA-SAL-075.Table.1.selections.txt	d	0.223789986000043	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	64	vervain.selections.txt
284	Spectrogram 1	1	1655.007891156	1655.150176995	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	533.360	3515.3	9490.4	ARAYA-SAL-075.Table.1.selections.txt	e	0.159365596000043	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	60	vervain.selections.txt
285	Spectrogram 1	1	1655.300891156	1655.466798029	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	533.653	2818.2	10386.7	ARAYA-SAL-075.Table.1.selections.txt	f	0.210226957000032	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	61	vervain.selections.txt
286	Spectrogram 1	1	1655.689891156	1655.861518956	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	534.042	3614.9	9490.4	ARAYA-SAL-075.Table.1.selections.txt	g	0.189882412000088	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	65	vervain.selections.txt
287	Spectrogram 1	1	1656.104891156	1656.205007373	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	534.457	6303.7	9590.0	ARAYA-SAL-075.Table.1.selections.txt	h	0.122067266000045	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	62	vervain.selections.txt
288	Spectrogram 1	1	1656.313891156	1656.431170152	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	534.666	3117.0	8693.8	ARAYA-SAL-075.Table.1.selections.txt	y	0.159365597000033	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	66	vervain.selections.txt
289	Spectrogram 1	1	1657.001891156	1657.147774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	535.354	3913.7	10287.1	ARAYA-SAL-075.Table.1.selections.txt	i	0.210226957000032	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	67	vervain.selections.txt
290	Spectrogram 1	1	1657.391891156	1657.541435535	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	535.744	2419.9	8793.3	ARAYA-SAL-075.Table.1.selections.txt	j	0.152584081999976	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	63	vervain.selections.txt
291	Spectrogram 1	1	1657.694891156	1657.849356176	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	536.047	3316.2	8793.3	ARAYA-SAL-075.Table.1.selections.txt	k	0.189882411999974	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	68	vervain.selections.txt
292	Spectrogram 1	1	1658.123891156	1658.269774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	536.476	3614.9	9988.4	ARAYA-SAL-075.Table.1.selections.txt	l	0.193273169999998	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	69	vervain.selections.txt
293	Spectrogram 1	1	1658.493891156	1658.628332933	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	536.846	5407.5	9191.7	ARAYA-SAL-075.Table.1.selections.txt	m	0.17292862599993	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	70	vervain.selections.txt
294	Spectrogram 1	1	1658.843891156	1659.020599370	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	537.196	3814.1	9390.9	ARAYA-SAL-075.Table.1.selections.txt	n	0.196663928000021	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	71	vervain.selections.txt
295	Spectrogram 1	1	1659.206891156	1659.375658492	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	537.559	4013.3	9390.9	ARAYA-SAL-075.Table.1.selections.txt	o	0.186491655000054	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	72	vervain.selections.txt
296	Spectrogram 1	1	1659.680891156	1659.803891079	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	538.033	4212.4	10386.7	ARAYA-SAL-075.Table.1.selections.txt	gg	0.16953786900001	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	73	vervain.selections.txt
297	Spectrogram 1	1	1660.021891156	1660.142030616	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	538.374	5407.5	9191.7	ARAYA-SAL-075.Table.1.selections.txt	p	0.149193323999953	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	74	vervain.selections.txt
298	Spectrogram 1	1	1660.307891156	1660.470937566	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	538.660	4610.8	9590.0	ARAYA-SAL-075.Table.1.selections.txt	q	0.206836199999998	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	75	vervain.selections.txt
299	Spectrogram 1	1	1660.633891156	1660.776914323	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	538.986	6104.5	10486.3	ARAYA-SAL-075.Table.1.selections.txt	x	0.166147110999987	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	76	vervain.selections.txt
300	Spectrogram 1	1	1660.856891156	1660.962004635	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	539.209	4610.8	8793.3	ARAYA-SAL-075.Table.1.selections.txt	r	0.105113479000011	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	77	vervain.selections.txt
301	Spectrogram 1	1	1661.138891156	1661.257901277	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	539.491	4109.8	8943.0	ARAYA-SAL-075.Table.1.selections.txt	s	0.139021051999975	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	78	vervain.selections.txt
302	Spectrogram 1	1	1661.432891156	1661.555016670	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	539.785	4702.8	9427.2	ARAYA-SAL-075.Table.1.selections.txt	r	0.128848779999998	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	79	vervain.selections.txt
303	Spectrogram 1	1	1661.698891156	1661.859077103	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	540.051	5080.8	9332.8	ARAYA-SAL-075.Table.1.selections.txt	ff	0.203445441999975	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	80	vervain.selections.txt
304	Spectrogram 1	1	1661.989891156	1662.130791880	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	540.342	5774.4	9332.8	ARAYA-SAL-075.Table.1.selections.txt	t	0.162756353999953	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	81	vervain.selections.txt
305	Spectrogram 1	1	1662.324891156	1662.467914323	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	540.677	4797.3	9521.7	ARAYA-SAL-075.Table.1.selections.txt	e	0.16953786900001	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	82	vervain.selections.txt
306	Spectrogram 1	1	1662.582891156	1662.754518956	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	540.935	5647.7	10277.6	ARAYA-SAL-075.Table.1.selections.txt	v	0.206836199000008	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	83	vervain.selections.txt
307	Spectrogram 1	1	1662.874891156	1663.015053859	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	541.227	4649.4	10157.6	ARAYA-SAL-075.Table.1.selections.txt	w	0.172928626000044	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	84	vervain.selections.txt
308	Spectrogram 1	1	1663.231891156	1663.377774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	541.584	3764.1	10747.8	ARAYA-SAL-075.Table.1.selections.txt	a	0.237353016000043	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	85	vervain.selections.txt
309	Spectrogram 1	1	1663.638512353	1663.747488697	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	541.991	2597.7	9517.4	ARAYA-SAL-075.Table.1.selections.txt	b	0.1661471110001	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	86	vervain.selections.txt
310	Spectrogram 1	1	1663.829891156	1663.998575743	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	542.182	4354.3	7501.8	ARAYA-SAL-075.Table.1.selections.txt	c	0.179710140999987	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	87	vervain.selections.txt
311	Spectrogram 1	1	1664.161891156	1664.316356175	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	542.514	4747.8	9370.7	ARAYA-SAL-075.Table.1.selections.txt	d	0.176319383000077	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	88	vervain.selections.txt
312	Spectrogram 1	1	1664.508891156	1664.668256752	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	542.861	3969.9	9469.1	ARAYA-SAL-075.Table.1.selections.txt	e	0.15936559599993	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	89	vervain.selections.txt
313	Spectrogram 1	1	1664.799891156	1664.973759692	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	543.152	2887.2	9174.0	ARAYA-SAL-075.Table.1.selections.txt	f	0.189882412999964	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	90	vervain.selections.txt
314	Spectrogram 1	1	1665.153891156	1665.296914322	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	543.506	3764.1	9272.3	ARAYA-SAL-075.Table.1.selections.txt	g	0.16953786800002	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	91	vervain.selections.txt
315	Spectrogram 1	1	1665.433891156	1665.551336804	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	543.786	6419.9	9272.3	ARAYA-SAL-075.Table.1.selections.txt	h	0.128848779999998	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	92	vervain.selections.txt
316	Spectrogram 1	1	1665.575891156	1665.690309689	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	543.928	3567.4	9370.7	ARAYA-SAL-075.Table.1.selections.txt	y	0.200054685000055	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	93	vervain.selections.txt
317	Spectrogram 1	1	1665.867891156	1666.016732971	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	544.220	3960.9	10059.2	ARAYA-SAL-075.Table.1.selections.txt	i	0.183100898000021	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	94	vervain.selections.txt
318	Spectrogram 1	1	1666.187891156	1666.285146909	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	544.540	2583.8	8780.5	ARAYA-SAL-075.Table.1.selections.txt	j	0.132239536999919	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	95	vervain.selections.txt
319	Spectrogram 1	1	1666.470891156	1666.616774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	544.823	3764.1	8682.2	ARAYA-SAL-075.Table.1.selections.txt	k	0.179710139999997	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	96	vervain.selections.txt
320	Spectrogram 1	1	1666.736891156	1666.882774786	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	545.089	4157.6	9567.4	ARAYA-SAL-075.Table.1.selections.txt	l	0.186491656000044	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	97	vervain.selections.txt
321	Spectrogram 1	1	1667.174891156	1667.283588763	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	545.527	5829.7	10452.7	ARAYA-SAL-075.Table.1.selections.txt	m	0.125458023000078	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	98	vervain.selections.txt
322	Spectrogram 1	1	1667.618891156	1667.773356176	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	545.971	3960.9	10354.3	ARAYA-SAL-075.Table.1.selections.txt	n	0.203445441999975	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	99	vervain.selections.txt
323	Spectrogram 1	1	1667.941891156	1668.139263126	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	546.294	4452.7	9469.1	ARAYA-SAL-075.Table.1.selections.txt	o	0.261088317000031	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	100	vervain.selections.txt
324	Spectrogram 1	1	1668.602891156	1668.768798029	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	546.955	3609.0	11141.2	ARAYA-SAL-075.Table.1.selections.txt	a	0.261088316999917	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	101	vervain.selections.txt
325	Spectrogram 1	1	1669.017891156	1669.132257359	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	547.370	2583.8	9408.5	ARAYA-SAL-075.Table.1.selections.txt	b	0.149193323999953	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	102	vervain.selections.txt
326	Spectrogram 1	1	1669.197891156	1669.345659052	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	547.550	4255.9	7600.2	ARAYA-SAL-075.Table.1.selections.txt	c	0.139021051999975	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	103	vervain.selections.txt
327	Spectrogram 1	1	1669.543891156	1669.678332933	ARAYA-SAL-075.WAV	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-075.WAV	547.896	4551.0	9174.0	ARAYA-SAL-075.Table.1.selections.txt	d	NA	NA	8	NA	NA	Animal farm next to goat area	18.517403	-68.376599	17-Jan-18	NA	2nd individual in recording	NA	NA	104	vervain.selections.txt
328	Spectrogram 1	1	2174.201526077	2174.355991097	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	9.413	4255.9	9272.3	ARAYA-SAL-078.Table.1.selections.txt	a	0.203999999999999	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	1	vervain.selections.txt
329	Spectrogram 1	1	2174.546526077	2174.658526077	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	9.758	5829.7	10354.3	ARAYA-SAL-078.Table.1.selections.txt	b	0.112	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	2	vervain.selections.txt
330	Spectrogram 1	1	2174.802526077	2174.965746582	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	10.014	4551.0	10452.7	ARAYA-SAL-078.Table.1.selections.txt	c	0.179	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	3	vervain.selections.txt
331	Spectrogram 1	1	2175.479526077	2175.642572487	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	10.691	3862.5	10157.6	ARAYA-SAL-078.Table.1.selections.txt	aa	0.186999999999999	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	4	vervain.selections.txt
332	Spectrogram 1	1	2176.009526077	2176.132526000	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	11.221	2682.2	8387.1	ARAYA-SAL-078.Table.1.selections.txt	d	0.141	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	5	vervain.selections.txt
333	Spectrogram 1	1	2176.323526077	2176.466549244	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	11.535	3469.1	10255.9	ARAYA-SAL-078.Table.1.selections.txt	e	0.153	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	6	vervain.selections.txt
334	Spectrogram 1	1	2176.801526077	2176.943246965	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	12.013	3665.8	9174.0	ARAYA-SAL-078.Table.1.selections.txt	f	0.148999999999999	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	7	vervain.selections.txt
335	Spectrogram 1	1	2177.176526077	2177.342432950	ARAYA-SAL-078.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-078.wav	12.388	4846.1	9370.7	ARAYA-SAL-078.Table.1.selections.txt	g	0.190999999999999	NA	9	Own recordins	Dominican Republic	Animal farm in front of Casa Tipica	18.518236	-68.375408	17-Jan-18	CO	new bird from previous recording	NA	NA	8	vervain.selections.txt
